shot,club,block,model,window,center_source,tdm_residual,speed_source,snapshot_half,max_range_m,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
98,5Iron,A,direct1,hann,peak,none,ops,second,4.7,9,3,11.295732058491328,14.74200000000001,-3.4462679415086814,-1.0593235146831284,-0.9826020413596267,0.07672147332350165,nan,nan,59.05388611227838,57.17589581846707,0.1524,10.404948650719305
98,5Iron,A,two2,hann,peak,none,ops,second,4.7,9,3,11.367778152548125,14.74200000000001,-3.374221847451885,-1.0872263170269878,-1.013806074737379,0.07342024228960886,nan,0.10863527180107257,59.05388611227838,57.17589581846707,0.1524,10.404948650719305
98,5Iron,A,four4,hann,peak,none,ops,second,4.7,9,3,11.79092818767627,14.74200000000001,-2.9510718123237396,-1.2084005148550059,-1.181587995726444,0.026812519128561974,0.25376354699745174,0.12493072373781322,59.05388611227838,57.17589581846707,0.1524,10.404948650719305
99,5Iron,A,direct1,hann,peak,none,ops,second,4.7,10,3,10.104666039090684,14.71499999999999,-4.610333960909305,-1.053784651626592,-0.8817254134349196,0.17205923819167246,nan,nan,58.47273507559434,56.6371797113006,0.1524,10.404948650719305
99,5Iron,A,two2,hann,peak,none,ops,second,4.7,10,3,10.193756294179794,14.71499999999999,-4.521243705820195,-1.1288439639982044,-0.9735290713560789,0.1553148926421255,nan,0.12340519955034007,58.47273507559434,56.6371797113006,0.1524,10.404948650719305
99,5Iron,A,four4,hann,peak,none,ops,second,4.7,10,3,13.006004673467604,14.71499999999999,-1.708995326532385,-1.2442694131270426,-1.2357436863788036,0.008525726748239038,0.21675625079569963,0.09458348693578406,58.47273507559434,56.6371797113006,0.1524,10.404948650719305
101,5Iron,A,direct1,hann,peak,none,ops,second,4.7,8,2,12.890856759669752,14.392000000000003,-1.5011432403302507,-1.2032904162513847,-1.1823627668336916,0.020927649417693095,nan,nan,57.08691337273239,55.92534376491948,0.1524,10.404948650719305
101,5Iron,A,two2,hann,peak,none,ops,second,4.7,8,2,12.797623859018241,14.392000000000003,-1.5943761409817618,-1.2592527726943232,-1.2342370442195059,0.025015728474817367,nan,0.12543945824987068,57.08691337273239,55.92534376491948,0.1524,10.404948650719305
101,5Iron,A,four4,hann,peak,none,ops,second,4.7,8,2,12.671875314367266,14.392000000000003,-1.7201246856327366,-1.506026732473722,-1.4984498873172964,0.007576845156425538,0.2586819995083923,0.13393915071728205,57.08691337273239,55.92534376491948,0.1524,10.404948650719305
103,Driver,A,direct1,hann,peak,none,ops,second,4.7,6,2,8.381128899085912,10.004000000000007,-1.6228711009140948,-0.9751976081598669,-0.9578888700751415,0.01730873808472544,nan,nan,66.20651425608196,65.04050420858877,0.1524,10.404948650719305
